"Input","Match.type","Approved.symbol","Approved.name","HGNC.ID","Location"
"274","ADAMTS2","Approved symbol","ADAMTS2","ADAM metallopeptidase with thrombospondin type 1 motif 2","HGNC:218","5q35.3"
"275","ADAMTS20","Approved symbol","ADAMTS20","ADAM metallopeptidase with thrombospondin type 1 motif 20","HGNC:17178","12q12"
"276","ADAMTS3","Approved symbol","ADAMTS3","ADAM metallopeptidase with thrombospondin type 1 motif 3","HGNC:219","4q13.3"
"277","ADAMTS5","Approved symbol","ADAMTS5","ADAM metallopeptidase with thrombospondin type 1 motif 5","HGNC:221","21q21.3"
"278","ADAMTS6","Approved symbol","ADAMTS6","ADAM metallopeptidase with thrombospondin type 1 motif 6","HGNC:222","5q12.3"
"279","ADAMTS8","Approved symbol","ADAMTS8","ADAM metallopeptidase with thrombospondin type 1 motif 8","HGNC:224","11q24.3"
"280","ADAMTS9","Approved symbol","ADAMTS9","ADAM metallopeptidase with thrombospondin type 1 motif 9","HGNC:13202","3p14.1"
"281","ADAMTS9-AS1","Approved symbol","ADAMTS9-AS1","ADAMTS9 antisense RNA 1","HGNC:40625","3p14.1"
"282","ADAMTS9-AS2","Approved symbol","ADAMTS9-AS2","ADAMTS9 antisense RNA 2","HGNC:42435","3p14.1"
"283","ADAMTSL1","Approved symbol","ADAMTSL1","ADAMTS like 1","HGNC:14632","9p22.2-p22.1"
"284","ADAMTSL2","Approved symbol","ADAMTSL2","ADAMTS like 2","HGNC:14631","9q34.2"
"285","ADAMTSL3","Approved symbol","ADAMTSL3","ADAMTS like 3","HGNC:14633","15q25.2"
"286","ADAMTSL4","Approved symbol","ADAMTSL4","ADAMTS like 4","HGNC:19706","1q21.2"
"287","ADAMTSL5","Approved symbol","ADAMTSL5","ADAMTS like 5","HGNC:27912","19p13.3"
"288","ADAP1","Approved symbol","ADAP1","ArfGAP with dual PH domains 1","HGNC:16486","7p22.3"
"289","ADAP2","Approved symbol","ADAP2","ArfGAP with dual PH domains 2","HGNC:16487","17q11.2"
"290","ADAR","Approved symbol","ADAR","adenosine deaminase RNA specific","HGNC:225","1q21.3"
"291","ADARB1","Approved symbol","ADARB1","adenosine deaminase RNA specific B1","HGNC:226","21q22.3"
"292","ADARB2","Approved symbol","ADARB2","adenosine deaminase RNA specific B2 (inactive)","HGNC:227","10p15.3"
"293","ADARB2-AS1","Approved symbol","ADARB2-AS1","ADARB2 antisense RNA 1","HGNC:23299","10p15.3"
"294","ADAT1","Approved symbol","ADAT1","adenosine deaminase tRNA specific 1","HGNC:228","16q23.1"
"295","ADAT2","Approved symbol","ADAT2","adenosine deaminase tRNA specific 2","HGNC:21172","6q24.2"
"296","ADAT3","Approved symbol","ADAT3","adenosine deaminase tRNA specific 3","HGNC:25151","19p13.3"
"297","ADCK1","Approved symbol","ADCK1","aarF domain containing kinase 1","HGNC:19038","14q24.3"
"298","ADCK2","Approved symbol","ADCK2","aarF domain containing kinase 2","HGNC:19039","7q34"
"299","ADCK5","Approved symbol","ADCK5","aarF domain containing kinase 5","HGNC:21738","8q24.3"
"300","ADCY1","Approved symbol","ADCY1","adenylate cyclase 1","HGNC:232","7p12.3"
"301","ADCY10","Approved symbol","ADCY10","adenylate cyclase 10","HGNC:21285","1q24.2"
"302","ADCY10P1","Approved symbol","ADCY10P1","ADCY10 pseudogene 1","HGNC:44143","6p21.1"
"303","ADCY2","Approved symbol","ADCY2","adenylate cyclase 2","HGNC:233","5p15.31"
"304","ADCY3","Approved symbol","ADCY3","adenylate cyclase 3","HGNC:234","2p23.3"
"305","ADCY3","Previous symbol","ADCY8","adenylate cyclase 8","HGNC:239","8q24.22"
"306","ADCY4","Approved symbol","ADCY4","adenylate cyclase 4","HGNC:235","14q12"
"307","ADCY5","Approved symbol","ADCY5","adenylate cyclase 5","HGNC:236","3q21.1"
"308","ADCY6","Approved symbol","ADCY6","adenylate cyclase 6","HGNC:237","12q13.12"
"309","ADCY7","Approved symbol","ADCY7","adenylate cyclase 7","HGNC:238","16q12.1"
"310","ADCY8","Approved symbol","ADCY8","adenylate cyclase 8","HGNC:239","8q24.22"
"311","ADCY9","Approved symbol","ADCY9","adenylate cyclase 9","HGNC:240","16p13.3"
"312","ADCYAP1","Approved symbol","ADCYAP1","adenylate cyclase activating polypeptide 1","HGNC:241","18p11.32"
"313","ADCYAP1R1","Approved symbol","ADCYAP1R1","ADCYAP receptor type I","HGNC:242","7p14.3"
"314","ADD1","Approved symbol","ADD1","adducin 1","HGNC:243","4p16.3"
"315","ADD2","Approved symbol","ADD2","adducin 2","HGNC:244","2p13.3"
"316","ADD3","Approved symbol","ADD3","adducin 3","HGNC:245","10q25.1-q25.2"
"317","ADD3-AS1","Approved symbol","ADD3-AS1","ADD3 antisense RNA 1","HGNC:48682","10q25.1"
"318","ADGB","Approved symbol","ADGB","androglobin","HGNC:21212","6q24.3"
"319","ADGRA1","Approved symbol","ADGRA1","adhesion G protein-coupled receptor A1","HGNC:13838","10q26.3"
"320","ADGRA2","Approved symbol","ADGRA2","adhesion G protein-coupled receptor A2","HGNC:17849","8p11.23"
"321","ADGRA3","Approved symbol","ADGRA3","adhesion G protein-coupled receptor A3","HGNC:13839","4p15.2"
"322","ADGRB1","Approved symbol","ADGRB1","adhesion G protein-coupled receptor B1","HGNC:943","8q24.3"
"323","ADGRB2","Approved symbol","ADGRB2","adhesion G protein-coupled receptor B2","HGNC:944","1p35.2"
"324","ADGRB3","Approved symbol","ADGRB3","adhesion G protein-coupled receptor B3","HGNC:945","6q12-q13"
"325","ADGRD1","Approved symbol","ADGRD1","adhesion G protein-coupled receptor D1","HGNC:19893","12q24.33"
"326","ADGRE1","Approved symbol","ADGRE1","adhesion G protein-coupled receptor E1","HGNC:3336","19p13.3-p13.2"
"327","ADGRE2","Approved symbol","ADGRE2","adhesion G protein-coupled receptor E2","HGNC:3337","19p13.12"
"328","ADGRE3","Approved symbol","ADGRE3","adhesion G protein-coupled receptor E3","HGNC:23647","19p13.12"
"329","ADGRE5","Approved symbol","ADGRE5","adhesion G protein-coupled receptor E5","HGNC:1711","19p13.12"
"330","ADGRF1","Approved symbol","ADGRF1","adhesion G protein-coupled receptor F1","HGNC:18990","6p12.3"
"331","ADGRF2","Approved symbol","ADGRF2","adhesion G protein-coupled receptor F2","HGNC:18991","6p12.3"
"332","ADGRF3","Approved symbol","ADGRF3","adhesion G protein-coupled receptor F3","HGNC:18989","2p23.3"
"333","ADGRF4","Approved symbol","ADGRF4","adhesion G protein-coupled receptor F4","HGNC:19011","6p12.3"
"334","ADGRF5","Approved symbol","ADGRF5","adhesion G protein-coupled receptor F5","HGNC:19030","6p12.3"
"335","ADGRG1","Approved symbol","ADGRG1","adhesion G protein-coupled receptor G1","HGNC:4512","16q21"
"336","ADGRG2","Approved symbol","ADGRG2","adhesion G protein-coupled receptor G2","HGNC:4516","Xp22.13"
"337","ADGRG3","Approved symbol","ADGRG3","adhesion G protein-coupled receptor G3","HGNC:13728","16q21"
"338","ADGRG4","Approved symbol","ADGRG4","adhesion G protein-coupled receptor G4","HGNC:18992","Xq26.3"
"339","ADGRG5","Approved symbol","ADGRG5","adhesion G protein-coupled receptor G5","HGNC:19010","16q21"
"340","ADGRG6","Approved symbol","ADGRG6","adhesion G protein-coupled receptor G6","HGNC:13841","6q24.2"
"341","ADGRG7","Approved symbol","ADGRG7","adhesion G protein-coupled receptor G7","HGNC:19241","3q12.2"
"342","ADGRL1","Approved symbol","ADGRL1","adhesion G protein-coupled receptor L1","HGNC:20973","19p13.12"
"343","ADGRL2","Approved symbol","ADGRL2","adhesion G protein-coupled receptor L2","HGNC:18582","1p31.1"
"344","ADGRL3","Approved symbol","ADGRL3","adhesion G protein-coupled receptor L3","HGNC:20974","4q13.1"
"345","ADGRL4","Approved symbol","ADGRL4","adhesion G protein-coupled receptor L4","HGNC:20822","1p31.1"
"346","ADGRV1","Approved symbol","ADGRV1","adhesion G protein-coupled receptor V1","HGNC:17416","5q14.3"
"347","ADH1A","Approved symbol","ADH1A","alcohol dehydrogenase 1A (class I), alpha polypeptide","HGNC:249","4q23"
"348","ADH1B","Approved symbol","ADH1B","alcohol dehydrogenase 1B (class I), beta polypeptide","HGNC:250","4q23"
"349","ADH1C","Approved symbol","ADH1C","alcohol dehydrogenase 1C (class I), gamma polypeptide","HGNC:251","4q23"
"350","ADH4","Approved symbol","ADH4","alcohol dehydrogenase 4 (class II), pi polypeptide","HGNC:252","4q23"
"351","ADH5","Approved symbol","ADH5","alcohol dehydrogenase 5 (class III), chi polypeptide","HGNC:253","4q23"
"352","ADH6","Approved symbol","ADH6","alcohol dehydrogenase 6 (class V)","HGNC:255","4q23"
"353","ADH7","Approved symbol","ADH7","alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide","HGNC:256","4q23"
"356","ADI1","Approved symbol","ADI1","acireductone dioxygenase 1","HGNC:30576","2p25.3"
"357","ADIG","Approved symbol","ADIG","adipogenin","HGNC:28606","20q11.23"
"360","ADIPOR1","Approved symbol","ADIPOR1","adiponectin receptor 1","HGNC:24040","1q32.1"
"361","ADIPOR2","Approved symbol","ADIPOR2","adiponectin receptor 2","HGNC:24041","12p13.33"
"362","ADIRF","Approved symbol","ADIRF","adipogenesis regulatory factor","HGNC:24043","10q23.2"
"363","ADK","Approved symbol","ADK","adenosine kinase","HGNC:257","10q22.2"
"364","ADM","Approved symbol","ADM","adrenomedullin","HGNC:259","11p15.4"
"365","ADM2","Approved symbol","ADM2","adrenomedullin 2","HGNC:28898","22q13.33"
"366","ADM5","Approved symbol","ADM5","adrenomedullin 5 (putative)","HGNC:27293","19q13.33"
"367","ADNP","Approved symbol","ADNP","activity dependent neuroprotector homeobox","HGNC:15766","20q13.13"
"368","ADNP2","Approved symbol","ADNP2","ADNP homeobox 2","HGNC:23803","18q23"
"369","ADO","Approved symbol","ADO","2-aminoethanethiol dioxygenase","HGNC:23506","10q21.3"
"370","ADORA1","Approved symbol","ADORA1","adenosine A1 receptor","HGNC:262","1q32.1"
"371","ADORA2A-AS1","Approved symbol","ADORA2A-AS1","ADORA2A antisense RNA 1","HGNC:37122","22q11.23"
"372","ADORA2B","Approved symbol","ADORA2B","adenosine A2b receptor","HGNC:264","17p12"
"373","ADORA3","Approved symbol","ADORA3","adenosine A3 receptor","HGNC:268","1p13.2"
"374","ADPGK","Approved symbol","ADPGK","ADP dependent glucokinase","HGNC:25250","15q24.1"
"375","ADPRH","Approved symbol","ADPRH","ADP-ribosylarginine hydrolase","HGNC:269","3q13.33"
"376","ADPRHL1","Approved symbol","ADPRHL1","ADP-ribosylhydrolase like 1","HGNC:21303","13q34"
"377","ADPRHL2","Previous symbol","ADPRS","ADP-ribosylserine hydrolase","HGNC:21304","1p34.3"
"378","ADPRM","Approved symbol","ADPRM","ADP-ribose/CDP-alcohol diphosphatase, manganese dependent","HGNC:30925","17p13.1"
"381","ADRA1B","Approved symbol","ADRA1B","adrenoceptor alpha 1B","HGNC:278","5q33.3"
"382","ADRA1D","Approved symbol","ADRA1D","adrenoceptor alpha 1D","HGNC:280","20p13"
"383","ADRA2A","Approved symbol","ADRA2A","adrenoceptor alpha 2A","HGNC:281","10q25.2"
"384","ADRA2B","Approved symbol","ADRA2B","adrenoceptor alpha 2B","HGNC:282","2q11.2"
"385","ADRA2C","Approved symbol","ADRA2C","adrenoceptor alpha 2C","HGNC:283","4p16.3"
"386","ADRB1","Approved symbol","ADRB1","adrenoceptor beta 1","HGNC:285","10q25.3"
"387","ADRB2","Approved symbol","ADRB2","adrenoceptor beta 2","HGNC:286","5q32"
"388","ADRB3","Approved symbol","ADRB3","adrenoceptor beta 3","HGNC:288","8p11.23"
"389","ADRM1","Approved symbol","ADRM1","adhesion regulating molecule 1","HGNC:15759","20q13.33"
"390","ADSL","Approved symbol","ADSL","adenylosuccinate lyase","HGNC:291","22q13.1"
"391","ADSS","Previous symbol","ADSS2","adenylosuccinate synthase 2","HGNC:292","1q44"
"392","ADSSL1","Previous symbol","ADSS1","adenylosuccinate synthase 1","HGNC:20093","14q32.33"
"393","ADTRP","Approved symbol","ADTRP","androgen dependent TFPI regulating protein","HGNC:21214","6p24.1"
"394","AEBP1","Approved symbol","AEBP1","AE binding protein 1","HGNC:303","7p13"
"395","AEBP2","Approved symbol","AEBP2","AE binding protein 2","HGNC:24051","12p12.3"
"396","AEN","Approved symbol","AEN","apoptosis enhancing nuclease","HGNC:25722","15q26.1"
"397","AES","Previous symbol","TLE5","TLE family member 5, transcriptional modulator","HGNC:307","19p13.3"
"398","AFAP1","Approved symbol","AFAP1","actin filament associated protein 1","HGNC:24017","4p16.1"
"399","AFAP1-AS1","Approved symbol","AFAP1-AS1","AFAP1 antisense RNA 1","HGNC:28141","4p16.1"
"400","AFAP1L1","Approved symbol","AFAP1L1","actin filament associated protein 1 like 1","HGNC:26714","5q32"
"401","AFAP1L2","Approved symbol","AFAP1L2","actin filament associated protein 1 like 2","HGNC:25901","10q25.3"
"402","AFDN","Approved symbol","AFDN","afadin, adherens junction formation factor","HGNC:7137","6q27"
"403","AFDN-DT","Approved symbol","AFDN-DT","AFDN divergent transcript","HGNC:21236","6q27"
"404","AFF1","Approved symbol","AFF1","AF4/FMR2 family member 1","HGNC:7135","4q21.3-q22.1"
"405","AFF2","Approved symbol","AFF2","AF4/FMR2 family member 2","HGNC:3776","Xq28"
"406","AFF3","Approved symbol","AFF3","AF4/FMR2 family member 3","HGNC:6473","2q11.2"
"407","AFF4","Approved symbol","AFF4","AF4/FMR2 family member 4","HGNC:17869","5q31.1"
"408","AFG1L","Approved symbol","AFG1L","AFG1 like ATPase","HGNC:16411","6q21"
"409","AFG3L1P","Approved symbol","AFG3L1P","AFG3 like matrix AAA peptidase subunit 1, pseudogene","HGNC:314","16q24.3"
"410","AFG3L2","Approved symbol","AFG3L2","AFG3 like matrix AAA peptidase subunit 2","HGNC:315","18p11.21"
"411","AFM","Approved symbol","AFM","afamin","HGNC:316","4q13.3"
"412","AFMID","Approved symbol","AFMID","arylformamidase","HGNC:20910","17q25.3"
"413","AFP","Approved symbol","AFP","alpha fetoprotein","HGNC:317","4q13.3"
"414","AFTPH","Approved symbol","AFTPH","aftiphilin","HGNC:25951","2p14"
"415","AGA","Approved symbol","AGA","aspartylglucosaminidase","HGNC:318","4q34.3"
"416","AGAP1","Approved symbol","AGAP1","ArfGAP with GTPase domain, ankyrin repeat and PH domain 1","HGNC:16922","2q37.2"
"417","AGAP11","Approved symbol","AGAP11","ArfGAP with GTPase domain, ankyrin repeat and PH domain 11","HGNC:29421","10q23.2"
"418","AGAP2","Approved symbol","AGAP2","ArfGAP with GTPase domain, ankyrin repeat and PH domain 2","HGNC:16921","12q14.1"
"419","AGAP2-AS1","Approved symbol","AGAP2-AS1","AGAP2 antisense RNA 1","HGNC:48633","12q14.1"
"420","AGAP3","Approved symbol","AGAP3","ArfGAP with GTPase domain, ankyrin repeat and PH domain 3","HGNC:16923","7q36.1"
"421","AGBL2","Approved symbol","AGBL2","ATP/GTP binding protein like 2","HGNC:26296","11p11.2"
"422","AGBL3","Approved symbol","AGBL3","ATP/GTP binding protein like 3","HGNC:27981","7q33"
"423","AGBL5","Approved symbol","AGBL5","ATP/GTP binding protein like 5","HGNC:26147","2p23.3"
"424","AGER","Approved symbol","AGER","advanced glycosylation end-product specific receptor","HGNC:320","6p21.32"
"425","AGFG1","Approved symbol","AGFG1","ArfGAP with FG repeats 1","HGNC:5175","2q36.3"
"426","AGFG2","Approved symbol","AGFG2","ArfGAP with FG repeats 2","HGNC:5177","7q22.1"
"427","AGGF1","Approved symbol","AGGF1","angiogenic factor with G-patch and FHA domains 1","HGNC:24684","5q13.3"
"428","AGK","Approved symbol","AGK","acylglycerol kinase","HGNC:21869","7q34"
"429","AGL","Approved symbol","AGL","amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase","HGNC:321","1p21.2"
"430","AGMAT","Approved symbol","AGMAT","agmatinase","HGNC:18407","1p36.21"
"431","AGO1","Approved symbol","AGO1","argonaute RISC component 1","HGNC:3262","1p34.3"
"432","AGO2","Approved symbol","AGO2","argonaute RISC catalytic component 2","HGNC:3263","8q24.3"
"433","AGO3","Approved symbol","AGO3","argonaute RISC catalytic component 3","HGNC:18421","1p34.3"
"434","AGO4","Approved symbol","AGO4","argonaute RISC component 4","HGNC:18424","1p34.3"
"435","AGPAT1","Approved symbol","AGPAT1","1-acylglycerol-3-phosphate O-acyltransferase 1","HGNC:324","6p21.32"
"436","AGPAT2","Approved symbol","AGPAT2","1-acylglycerol-3-phosphate O-acyltransferase 2","HGNC:325","9q34.3"
"437","AGPAT3","Approved symbol","AGPAT3","1-acylglycerol-3-phosphate O-acyltransferase 3","HGNC:326","21q22.3"
"438","AGPAT4","Approved symbol","AGPAT4","1-acylglycerol-3-phosphate O-acyltransferase 4","HGNC:20885","6q26"
"439","AGPAT4-IT1","Approved symbol","AGPAT4-IT1","AGPAT4 intronic transcript 1","HGNC:20988","6q26"
"440","AGPAT5","Approved symbol","AGPAT5","1-acylglycerol-3-phosphate O-acyltransferase 5","HGNC:20886","8p23.1"
"441","AGPS","Approved symbol","AGPS","alkylglycerone phosphate synthase","HGNC:327","2q31.2"
"442","AGR2","Approved symbol","AGR2","anterior gradient 2, protein disulphide isomerase family member","HGNC:328","7p21.1"
"443","AGR3","Approved symbol","AGR3","anterior gradient 3, protein disulphide isomerase family member","HGNC:24167","7p21.1"
"444","AGRN","Approved symbol","AGRN","agrin","HGNC:329","1p36.33"
"445","AGRP","Approved symbol","AGRP","agouti related neuropeptide","HGNC:330","16q22.1"
"448","AGTPBP1","Approved symbol","AGTPBP1","ATP/GTP binding protein 1","HGNC:17258","9q21.33"
"449","AGTR1","Approved symbol","AGTR1","angiotensin II receptor type 1","HGNC:336","3q24"
"450","AGTR2","Approved symbol","AGTR2","angiotensin II receptor type 2","HGNC:338","Xq23"
"451","AGTRAP","Approved symbol","AGTRAP","angiotensin II receptor associated protein","HGNC:13539","1p36.22"
"452","AGXT","Approved symbol","AGXT","alanine--glyoxylate and serine--pyruvate aminotransferase","HGNC:341","2q37.3"
"453","AGXT2","Approved symbol","AGXT2","alanine--glyoxylate aminotransferase 2","HGNC:14412","5p13.2"
"454","AHCTF1","Approved symbol","AHCTF1","AT-hook containing transcription factor 1","HGNC:24618","1q44"
"455","AHCY","Approved symbol","AHCY","adenosylhomocysteinase","HGNC:343","20q11.22"
"456","AHCYL1","Approved symbol","AHCYL1","adenosylhomocysteinase like 1","HGNC:344","1p13.3"
"457","AHCYL2","Approved symbol","AHCYL2","adenosylhomocysteinase like 2","HGNC:22204","7q32.1"
"458","AHDC1","Approved symbol","AHDC1","AT-hook DNA binding motif containing 1","HGNC:25230","1p36.11-p35.3"
"459","AHI1","Approved symbol","AHI1","Abelson helper integration site 1","HGNC:21575","6q23.3"
"460","AHNAK","Approved symbol","AHNAK","AHNAK nucleoprotein","HGNC:347","11q12.3"
"461","AHNAK2","Approved symbol","AHNAK2","AHNAK nucleoprotein 2","HGNC:20125","14q32.33"
"462","AHR","Approved symbol","AHR","aryl hydrocarbon receptor","HGNC:348","7p21.1"
"463","AHRR","Approved symbol","AHRR","aryl-hydrocarbon receptor repressor","HGNC:346","5p15.33"
"464","AHSA1","Approved symbol","AHSA1","activator of HSP90 ATPase activity 1","HGNC:1189","14q24.3"
"465","AHSA2P","Approved symbol","AHSA2P","activator of HSP90 ATPase homolog 2, pseudogene","HGNC:20437","2p15"
"466","AHSG","Approved symbol","AHSG","alpha 2-HS glycoprotein","HGNC:349","3q27.3"
"467","AHSP","Approved symbol","AHSP","alpha hemoglobin stabilizing protein","HGNC:18075","16p11.2"
"468","AICDA","Approved symbol","AICDA","activation induced cytidine deaminase","HGNC:13203","12p13.31"
"469","AIF1","Approved symbol","AIF1","allograft inflammatory factor 1","HGNC:352","6p21.33"
"470","AIF1L","Approved symbol","AIF1L","allograft inflammatory factor 1 like","HGNC:28904","9q34.12-q34.13"
"471","AIFM1","Approved symbol","AIFM1","apoptosis inducing factor mitochondria associated 1","HGNC:8768","Xq26.1"
"472","AIFM2","Approved symbol","AIFM2","apoptosis inducing factor mitochondria associated 2","HGNC:21411","10q22.1"
"473","AIFM3","Approved symbol","AIFM3","apoptosis inducing factor mitochondria associated 3","HGNC:26398","22q11.21"
"474","AIG1","Approved symbol","AIG1","androgen induced 1","HGNC:21607","6q24.2"
